bike_station_location,name,main_category,address,distance_away
"45.5092949,-122.6846036",Suki's Bar & Grill,Karaoke Bar,2401 SW 4th Ave,441
"45.5092949,-122.6846036",Love Belizean,Caribbean Restaurant,1503 SW Broadway,528
"45.5092949,-122.6846036",Murata Restaurant,Sushi Restaurant,200 SW Market St,572
"45.5092949,-122.6846036",Park Avenue Cafe,Coffee Shop,1525 SW Park Ave,511
"45.5092949,-122.6846036",Keller Auditorium,Music Venue,222 SW Clay St,606
"45.4976098,-122.5818846",Chungdam Korean Fusion,Korean Restaurant,7901 SE Powell Blvd,54
"45.4976098,-122.5818846",Best Baguette,Deli,8308 SE Powell Blvd,368
"45.4976098,-122.5818846",Phoenix City Seafood Restaurant,Chinese Restaurant,7632 SE Powell Blvd,161
"45.4976098,-122.5818846",Black Bear Diner,Diner,3737 SE 82nd Ave,367
"45.4976098,-122.5818846",So Kong Dong Tofu & BBQ,BBQ Joint,2850 SE 82nd Ave,553
"45.4976098,-122.5818846",Collective Oregon Eateries (CORE),Food Court,3612 SE 82nd Ave,343
"45.4976098,-122.5818846",Beijing Hot Pot,Chinese Restaurant,2768 SE 82nd Ave,610
"45.4976098,-122.5818846",Sally Beauty,Health and Beauty Service,4000 SE 82nd Ave,548
"45.4976098,-122.5818846",United States Postal Service,Post Office,3850 SE 82nd Ave,561
"45.4976098,-122.5818846",The Chair Outlet,Furniture and Home Store,7332 SE Powell Blvd,428
"45.519326,-122.5468687",Ventura Park,Playground,SE 115TH Ave,287
"45.519326,-122.5468687",Adventist Health Ventura Park,Health and Medicine,11510 SE Stark St,172
"45.519326,-122.5468687",East Portland Community Center,Community Center,740 SE 106th Ave,617
"45.519326,-122.5468687",Sayler's Old Country Kitchen,American Restaurant,10519 SE Stark St,661
"45.519326,-122.5468687",Eye Health Northwest,Optometrist,10819 SE Stark St,418
"45.519326,-122.5468687",Ventura Park Elementary School,Elementary School,145 SE 117th Ave,342
"45.519326,-122.5468687",Multnomah County Library,Library,805 SE 122nd Ave,721
"45.519326,-122.5468687",Don Pedro Restaurant,Mexican Restaurant,615 SE 122nd Ave,686
"45.519326,-122.5468687",Bridge City Taproom,Dining and Drinking,620 SE 122nd Ave,756
"45.519326,-122.5468687",Stark Street Island,Park,10600 SE Washington St,507
"45.5870144,-122.6951643",Industrial Pipe & Valve of Portland,Home Improvement Service,2630 N Columbia Blvd,126
"45.5870144,-122.6951643",Specialty Metal Fabricators,Metals Supplier,2501 N Columbia Blvd,214
"45.5870144,-122.6951643",Ferguson Waterworks,General Contractor,9129 N Tyndall Ave,228
"45.5870144,-122.6951643",Kenton Park,Park,8417 N Brandon Ave,540
"45.5870144,-122.6951643",Parkside,Bar,2135 N Willis Blvd,584
"45.5870144,-122.6951643",Vanlife Northwest,Car Dealership,9210 N Peninsular Ave,294
"45.5870144,-122.6951643",Trenton Park,Park,N Hamlin,430
"45.5870144,-122.6951643",Pizza Fino,Pizzeria,8225 N Denver Ave,766
"45.5870144,-122.6951643",Paul Bunyan Statue,Monument,8433 N Interstate Ave,754
"45.5870144,-122.6951643",Dancin' Bare,Night Club,8440 N Interstate Ave,738
"45.5616203,-122.6616835",Curious Comedy Theater,Comedy Club,5225 NE M L King Blvd,71
"45.5616203,-122.6616835",The Bye and Bye,Speakeasy,1011 NE Alberta St,566
"45.5616203,-122.6616835",Portland Farmers Market,Farmers Market,N McClellan St,539
"45.5616203,-122.6616835",ReClaim It,Vintage and Thrift Store,1 N Killingsworth St,443
"45.5616203,-122.6616835",Radio Room,Bar,1101 NE Alberta St,630
"45.5616203,-122.6616835",Starbucks,Coffee Shop,5920 NE M L King Blvd,491
"45.5616203,-122.6616835",Popeyes Louisiana Kitchen,American Restaurant,5949 NE M L King Blvd,507
"45.5616203,-122.6616835",Korita Sabor Casero,Mexican Restaurant,5800 NE M L King Blvd,379
"45.5616203,-122.6616835",Turn! Turn! Turn,Music Venue,8 NE Killingsworth St,397
"45.5616203,-122.6616835",Enat Kitchen,American Restaurant,300 N Killingsworth St,643
"45.4990782,-122.6837991",OHSU - Skyline Viewpoint,Scenic Lookout,3181 SW Sam Jackson Park Rd,72
"45.4990782,-122.6837991",Starbucks,Coffee Shop,700 SW Campus Dr,203
"45.4990782,-122.6837991",Ohsu South Operating Rooms,Medical Center,3181 SW Sam Jackson Park Rd,79
"45.4990782,-122.6837991",Lair Hill City Park,Playground,3000 SW Barbur Blvd,414
"45.4990782,-122.6837991",Portland VA ER,Medical Center,3710 SW US Veterans Hospital Rd,240
"45.4990782,-122.6837991",Portland VA Medical Center,Hospital,3710 SW US Veterans Hospital Rd,379
"45.4990782,-122.6837991",Duniway Track,Track,Duniway Park,621
"45.4990782,-122.6837991",Marquam Nature Park,Urban Park,2839 SW Sam Jackson Park Rd,757
"45.4990782,-122.6837991",Suki's Bar & Grill,Karaoke Bar,2401 SW 4th Ave,750
"45.4990782,-122.6837991",7-Eleven,Convenience Store,30 SW Arthur St,633
"45.5014076,-122.5788622",So Kong Dong Tofu & BBQ,BBQ Joint,2850 SE 82nd Ave,119
"45.5014076,-122.5788622",Beijing Hot Pot,Chinese Restaurant,2768 SE 82nd Ave,127
"45.5014076,-122.5788622",Mojo Crepes,Ice Cream Parlor,8409 SE Division St,418
"45.5014076,-122.5788622",Master Kong,Chinese Restaurant,8435 SE Division St,445
"45.5014076,-122.5788622",Best Baguette,Deli,8308 SE Powell Blvd,481
"45.5014076,-122.5788622",Thai Fresh,Thai Restaurant,8409 SE Division St,424
"45.5014076,-122.5788622",Chungdam Korean Fusion,Korean Restaurant,7901 SE Powell Blvd,468
"45.5014076,-122.5788622",New Kings Bakery,Bakery,2346 SE 82nd Ave,475
"45.5014076,-122.5788622",Portland Nursery,Garden Center,9000 SE Division St,719
"45.5014076,-122.5788622",Pure Spice Restaurant,Cantonese Restaurant,2446 SE 87th Ave,565
"45.5258454,-122.6814197",Pho Van Fresh,Vietnamese Restaurant,1012 NW Glisan St,65
"45.5258454,-122.6814197",Teardrop Lounge,Cocktail Bar,1015 NW Everett St,84
"45.5258454,-122.6814197",Deschutes Brewery Portland Public House,Bar,210 NW 11th Ave,151
"45.5258454,-122.6814197",Break Bread,Deli,1106 NW Hoyt St,162
"45.5258454,-122.6814197",Oblation Papers & Press,Retail,516 NW 12th Ave,181
"45.5258454,-122.6814197",Mediterranean Exploration Company,Mediterranean Restaurant,333 NW 13th Ave,237
"45.5258454,-122.6814197",Fuego Burritos,Burrito Restaurant,NW 12TH Ave,232
"45.5258454,-122.6814197",Powell's Books Orange Room,Bookstore,1005 W Burnside St,256
"45.5258454,-122.6814197",Barista,Café,539 NW 13th Ave,259
"45.5258454,-122.6814197",Powell's Books Rose Room,Bookstore,1005 W Burnside St,262
"45.53496857,-122.653631",Jimmy John's,Deli,1139 NE Broadway St,16
"45.53496857,-122.653631",Milo's City Cafe,Burger Joint,1325 NE Broadway St,143
"45.53496857,-122.653631",Taste Tickler,Diner,1704 NE 14th Ave,172
"45.53496857,-122.653631",Eb & Bean,Frozen Yogurt Shop,1425 NE Broadway St,216
"45.53496857,-122.653631",Petisco,Sandwich Spot,1411 NE Broadway St,196
"45.53496857,-122.653631",Blossoming Lotus,Vegan and Vegetarian Restaurant,1713 NE 15th Ave,239
"45.53496857,-122.653631",Black Water Bar,Concert Hall,835 NE Broadway St,245
"45.53496857,-122.653631",Koji Osakaya Japanese Restaurant,Sushi Restaurant,1502 NE Weidler St,274
"45.53496857,-122.653631",Lloyd Center Ice Rink,Skating Rink,953 Lloyd Ctr,263
"45.53496857,-122.653631",Helen Bernhard Bakery,Bakery,1717 NE Broadway St,415
"45.4900193,-122.5688739",Walker Stadium,Baseball,4727 SE 92nd Ave,197
"45.4900193,-122.5688739",7-Eleven,Convenience Store,4450 SE 92nd Ave,68
"45.4900193,-122.5688739",Lents Park,Playground,9000 SE Holgate Blvd,323
"45.4900193,-122.5688739",Century 16 Eastport Plaza,Movie Theater,4040 SE 82nd Ave,560
"45.4900193,-122.5688739",Portland Youth Builders,Youth Organization,4816 SE 92nd Ave,275
"45.4900193,-122.5688739",KingPins,Bowling Alley,3550 SE 92nd Ave,723
"45.4900193,-122.5688739",H.K. Cafe,Cantonese Restaurant,4410 SE 82nd Ave,727
"45.4900193,-122.5688739",Subway,Deli,4200 SE 82nd Ave,545
"45.4900193,-122.5688739",Walmart Vision & Glasses,Eyecare Store,4200 SE 82nd Ave,484
"45.4900193,-122.5688739",GNC,Health Food Store,4000 SE 82nd Ave,680
"45.5205931,-122.637238",Ken's Artisan Pizza,Pizzeria,304 SE 28th Ave,11
"45.5205931,-122.637238",Captured Beer Bus,Beer Bar,113 SE 28th Ave,135
"45.5205931,-122.637238",Baby Doll Pizza,Pizzeria,2835 SE Stark St,142
"45.5205931,-122.637238",Crema Bakery + Cafe,Bakery,2728 SE Ankeny St,183
"45.5205931,-122.637238",Cheese & Crack Snack Shop,American Restaurant,22 SE 28th Ave,210
"45.5205931,-122.637238",Goodfoot Pub & Lounge,Cocktail Bar,2845 SE Stark St,141
"45.5205931,-122.637238",Fifty Licks Ice Cream,Ice Cream Parlor,2742 E Burnside St,249
"45.5205931,-122.637238",Gorges Beer Co,Bar,2705 SE Ankeny St,210
"45.5205931,-122.637238",Laurelhurst Theater & Pub,Indie Movie Theater,2735 E Burnside St,272
"45.5205931,-122.637238",Tusk,Middle Eastern Restaurant,2448 E Burnside St,350
"45.588297,-122.7380898",Big Kahuna's BBQ & Catering,BBQ Joint,7123 N Lombard St,208
"45.588297,-122.7380898",The St Johns Beer Porch,Food Truck,7316 N Lombard St,336
"45.588297,-122.7380898",Captured By Porches Beer Bus,Bar,7316 N Lombard St,340
"45.588297,-122.7380898",Starbucks,Coffee Shop,6850 N Lombard St,216
"45.588297,-122.7380898",Lombard House,Beer Bar,7337 N Lombard St,357
"45.588297,-122.7380898",The Belmont Goats,Non-Profit Organization,6631 N Syracuse St,543
"45.588297,-122.7380898",New Seasons Market,Grocery Store,6300 N Lombard St,656
"45.588297,-122.7380898",Grocery Outlet,Grocery Store,7741 N Lombard St,617
"45.588297,-122.7380898",Ace Hardware,Hardware Store,7825 N Lombard St,694
"45.588297,-122.7380898",Cathedral Coffee,Bakery,7530 N Willamette Blvd,773
"45.4988159,-122.6540982",Rose City Coffee,Coffee Shop,3370 SE Milwaukie Ave,20
"45.4988159,-122.6540982",Brooklyn Park,Park,3400 SE Milwaukie Ave,104
"45.4988159,-122.6540982",Edelweiss Sausage & Delicatessen,Deli,3119 SE 12th Ave,199
"45.4988159,-122.6540982",Original Hotcake House,Dining and Drinking,1002 SE Powell Blvd,298
"45.4988159,-122.6540982",The Baker's Mark,Fast Food Restaurant,1126 SE Division St,648
"45.4988159,-122.6540982",Virtuous Pie,Pizzeria,1126 SE Division St,642
"45.4988159,-122.6540982",Pine State Biscuits,Breakfast Spot,1100 SE Division St,653
"45.4988159,-122.6540982",Books With Pictures,Bookstore,1401 SE Division St,654
"45.4988159,-122.6540982",Apex,Beer Bar,1216 SE Division St,655
"45.4988159,-122.6540982",Double Dragon,Cocktail Bar,1235 SE Division St,690
"45.4797127,-122.5686256",The Eagle Eye Tavern,Dive Bar,5836 SE 92nd Ave,55
"45.4797127,-122.5686256",Zoiglhaus Brewing Company,Bar,5716 SE 92nd Ave,139
"45.4797127,-122.5686256",El Pato Feliz,Mexican Restaurant,5824 SE 92nd Ave,65
"45.4797127,-122.5686256",Oliver's Cafe,Café,8931 SE Foster Rd,225
"45.4797127,-122.5686256",Flipside Bar And Carts,Lounge,9320 SE Woodstock Blvd,174
"45.4797127,-122.5686256",76 BBQ,BBQ Joint,9320 SE Woodstock Blvd,174
"45.4797127,-122.5686256",El Nutri-Taco,Mexican Restaurant,8438 SE Woodstock Blvd,579
"45.4797127,-122.5686256",Redbox,Video Store,9732 SE Foster Rd,459
"45.4797127,-122.5686256",7-Eleven,Convenience Store,9710 SE Foster Rd,455
"45.4797127,-122.5686256",Video Game Wizards,Video Games Store,9712 SE Foster Rd,470
"45.5422831,-122.6037107",Cha Ba Thai,Thai Restaurant,5810 NE Sandy Blvd,52
"45.5422831,-122.6037107",Thai Seasons,Thai Restaurant,5824 NE Sandy Blvd,68
"45.5422831,-122.6037107",Clyde's Prime Rib,American Restaurant,5474 NE Sandy Blvd,252
"45.5422831,-122.6037107",Du's Grill,BBQ Joint,5365 NE Sandy Blvd,357
"45.5422831,-122.6037107",Bakeshop,Bakery,5351 NE Sandy Blvd,381
"45.5422831,-122.6037107",Pho Corner,Vietnamese Restaurant,6120 NE Sandy Blvd,360
"45.5422831,-122.6037107",Cosmic Monkey Comics,Bookstore,5335 NE Sandy Blvd,389
"45.5422831,-122.6037107",Case Study Coffee,Café,5347 NE Sandy Blvd,386
"45.5422831,-122.6037107",Pho An Sandy,Vietnamese Restaurant,6236 NE Sandy Blvd,451
"45.5422831,-122.6037107",Zien Hong,Chinese Restaurant,5314 NE Sandy Blvd,437
"45.51158277,-122.682281",Starbucks,Coffee Shop,1742 SW 6th Ave,44
"45.51158277,-122.682281",Schmizza Pub & Grub,Pizzeria,415 SW Montgomery St,131
"45.51158277,-122.682281",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,221
"45.51158277,-122.682281",Duck House Chinese Restaurant,Chinese Restaurant,1968 SW 5th Ave,243
"45.51158277,-122.682281",Love Belizean,Caribbean Restaurant,1503 SW Broadway,268
"45.51158277,-122.682281",Murata Restaurant,Sushi Restaurant,200 SW Market St,308
"45.51158277,-122.682281",Chipotle Mexican Grill,Fast Food Restaurant,1948 SW Broadway,267
"45.51158277,-122.682281",Keller Auditorium,Music Venue,222 SW Clay St,324
"45.51158277,-122.682281",Park Avenue Cafe,Coffee Shop,1525 SW Park Ave,292
"45.51158277,-122.682281",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,431
"45.4941194,-122.5786536",Black Bear Diner,Diner,3737 SE 82nd Ave,98
"45.4941194,-122.5786536",Sally Beauty,Health and Beauty Service,4000 SE 82nd Ave,171
"45.4941194,-122.5786536",Best Baguette,Deli,8308 SE Powell Blvd,364
"45.4941194,-122.5786536",Wingstop,Fast Food Restaurant,4124 SE 82nd Ave,176
"45.4941194,-122.5786536",GNC,Health Food Store,4000 SE 82nd Ave,221
"45.4941194,-122.5786536",Century 16 Eastport Plaza,Movie Theater,4040 SE 82nd Ave,344
"45.4941194,-122.5786536",United States Postal Service,Post Office,3850 SE 82nd Ave,205
"45.4941194,-122.5786536",H.K. Cafe,Cantonese Restaurant,4410 SE 82nd Ave,400
"45.4941194,-122.5786536",Gyro House Mediterranean Grill,Mediterranean Restaurant,8140 SE Cora St,336
"45.4941194,-122.5786536",Chungdam Korean Fusion,Korean Restaurant,7901 SE Powell Blvd,427
"45.5181656,-122.639145",Baby Doll Pizza,Pizzeria,2835 SE Stark St,240
"45.5181656,-122.639145",The Nest Lounge,Cocktail Bar,2715 SE Belmont St,217
"45.5181656,-122.639145",Mirisata,Sri Lankan Restaurant,2420 SE Belmont St,253
"45.5181656,-122.639145",Ken's Artisan Pizza,Pizzeria,304 SE 28th Ave,319
"45.5181656,-122.639145",Goodfoot Pub & Lounge,Cocktail Bar,2845 SE Stark St,264
"45.5181656,-122.639145",Bare Bones Cafe & Bar,Dining and Drinking,2908 SE Belmont St,322
"45.5181656,-122.639145",Captured Beer Bus,Beer Bar,113 SE 28th Ave,425
"45.5181656,-122.639145",Cheese & Crack Snack Shop,American Restaurant,22 SE 28th Ave,500
"45.5181656,-122.639145",Crema Bakery + Cafe,Bakery,2728 SE Ankeny St,481
"45.5181656,-122.639145",Tusk,Middle Eastern Restaurant,2448 E Burnside St,520
"45.55891838,-122.6824003",Gonzalez Taqueria,Fast Food Restaurant,1540 N Killingsworth St,403
"45.55891838,-122.6824003",Up North Surf Club,Beer Bar,1229 N Killingsworth St,480
"45.55891838,-122.6824003",Fire on the Mountain,BBQ Joint,4225 N Interstate Ave,532
"45.55891838,-122.6824003",Victoria,Cocktail Bar,4835 N Albina Ave,574
"45.55891838,-122.6824003",The Stacks Coffeehouse,Coffee Shop,1831 N Killingsworth St,534
"45.55891838,-122.6824003",Saraveza,Wine Bar,1004 N Killingsworth St,576
"45.55891838,-122.6824003",Backyard Social,Beer Garden,1914 N Killingsworth St,528
"45.55891838,-122.6824003",Albina Press,Coffee Shop,4637 N Albina Ave,611
"45.55891838,-122.6824003",Sweedeedee,Café,5202 N Albina Ave,612
"45.55891838,-122.6824003",Atomic Pizza,Pizzeria,2150 N Killingsworth St,558
"45.5226089,-122.5804512",The Observatory,Lounge,8115 SE Stark St,363
"45.5226089,-122.5804512",Hungry Heart PDX,Bakery,414 SE 80th Ave,356
"45.5226089,-122.5804512",Ya Hala Lebanese Cuisine,Lebanese Restaurant,8005 SE Stark St,380
"45.5226089,-122.5804512",Roscoe's,Beer Bar,8105 SE Stark St,373
"45.5226089,-122.5804512",Redwood,Cocktail Bar,7915 SE Stark St,397
"45.5226089,-122.5804512",Bipartisan Cafe,Coffee Shop,7901 SE Stark St,400
"45.5226089,-122.5804512",Academy Theatre,Indie Movie Theater,7818 SE Stark St,437
"45.5226089,-122.5804512",Montavilla Brew Works,Brewery,7805 SE Stark St,431
"45.5226089,-122.5804512",East Glisan Pizza Lounge,Lounge,8001 NE Glisan St,445
"45.5226089,-122.5804512",Vino Veritas,Wine Bar,7831 SE Stark St,420
"45.5808002,-122.7133655",Columbia Park,Park,N Lombard St,333
"45.5808002,-122.7133655",East Side Delicatessen,Deli,4823 N Lombard St,425
"45.5808002,-122.7133655",Darcy's Restaurant & Bar,Bar,4804 N Lombard St,408
"45.5808002,-122.7133655",Chef Zhao,Chinese Restaurant,4828 N Lombard St,437
"45.5808002,-122.7133655",Columbia Cottage Park Portland,Historic and Protected Site,4339 N Lombard St,310
"45.5808002,-122.7133655",Columbia Annex,Park,4355 N Willamette Blvd,530
"45.5808002,-122.7133655",Chill N Fill,Beer Bar,5215 N Lombard St,680
"45.5808002,-122.7133655",Twilight Room,Dive Bar,5242 N Lombard St,728
"45.5808002,-122.7133655",Mt Olivet Baptist Church,Church,8501 N Chautauqua Blvd,578
"45.5808002,-122.7133655",Mock Crest Tavern,Bar,3435 N Lombard St,944
"45.51788377,-122.6920402",Goose Hollow Inn,Pub,1927 SW Jefferson St,166
"45.51788377,-122.6920402",Coava Coffee Roasters,Coffee Shop,1171 SW Jefferson St,497
"45.51788377,-122.6920402",Mox Boarding House,Cocktail Bar,1938 W Burnside St,566
"45.51788377,-122.6920402",Timbers Army Fanladen,Social Club,1633 SW Alder St,582
"45.51788377,-122.6920402",Behind The Museum Cafe,Coffee Shop,1229 SW 10th Ave,633
"45.51788377,-122.6920402",The Daily Feast,Diner,837 SW 11th Ave,650
"45.51788377,-122.6920402",RingSide Steakhouse,American Restaurant,2165 W Burnside St,671
"45.51788377,-122.6920402",Portland Art Museum,Art Museum,1219 SW Park Ave,682
"45.51788377,-122.6920402",Dutch Bros Coffee,"Cafe, Coffee, and Tea House",2057 W Burnside St,618
"45.51788377,-122.6920402",10th Avenue Liquor Store,Beer Store,925 SW 10th Ave,702
"45.4902649,-122.5979411",N.W.I.P.A.,Beer Bar,6350 SE Foster Rd,89
"45.4902649,-122.5979411",Bar Maven,Lounge,6219 SE Foster Rd,105
"45.4902649,-122.5979411",Henry Higgins Boiled Bagels,Sandwich Spot,6420 SE Foster Rd,149
"45.4902649,-122.5979411",Assembly Brewing,Cocktail Bar,6112 SE Foster Rd,199
"45.4902649,-122.5979411",Bar Carlo,American Restaurant,6433 SE Foster Rd,161
"45.4902649,-122.5979411",Off The Griddle,Burger Joint,6526 SE Foster Rd,264
"45.4902649,-122.5979411",Pieper Cafe,Café,6504 SE Foster Rd,207
"45.4902649,-122.5979411",Dutch Bros Coffee,"Cafe, Coffee, and Tea House",6710 SE Foster Rd,387
"45.4902649,-122.5979411",Nayar Taqueria,Mexican Restaurant,5919 SE Foster Rd,412
"45.4902649,-122.5979411",Slingshot Lounge,Cocktail Bar,5532 SE Center St,710
"45.5965621,-122.7478995",St Johns Farmers Market,Farmers Market,St Johns Plaza,638
"45.5965621,-122.7478995",Pier Park Community Garden,Landmarks and Outdoors,"Portland, OR 97203",411
"45.5965621,-122.7478995",Leisure Public House,Bar,8002 N Lombard St,824
"45.5965621,-122.7478995",The Great North,Bagel Shop,7373 N Burlington Ave,864
"45.5965621,-122.7478995",Ace Hardware,Hardware Store,7825 N Lombard St,790
"45.5965621,-122.7478995",Stormbreaker Brewing St Johns,Brewery,8409 N Lombard St,856
"45.5965621,-122.7478995",Two Stroke Coffee Co.,Café,8926 N Lombard St,868
"45.5965621,-122.7478995",Homegrown Smoker,BBQ Joint,8638 N Lombard St,894
"45.5965621,-122.7478995",Affogato,Coffee Shop,8712 N Lombard St,883
"45.5965621,-122.7478995",Thai Cottage,Thai Restaurant,8620 N Lombard St,900
"45.5178988,-122.6600522",Loyal Legion,Beer Bar,710 SE 6th Ave,42
"45.5178988,-122.6600522",River City Bicycles,Bicycle Store,706 SE M L King Blvd,110
"45.5178988,-122.6600522",Hat Yai,Thai Restaurant,605 SE Belmont St,146
"45.5178988,-122.6600522",Next Adventure,Sporting Goods Retail,426 SE Grand Ave,171
"45.5178988,-122.6600522",Rum Club,Cocktail Bar,720 SE Sandy Blvd,211
"45.5178988,-122.6600522",Afuri Ramen,Ramen Restaurant,923 SE 7th Ave,224
"45.5178988,-122.6600522",Sheridan Fruit Company,Grocery Store,409 SE M L King Blvd,278
"45.5178988,-122.6600522",Guardian Games,Toy Store,345 SE Taylor St,306
"45.5178988,-122.6600522",Danwei Canting,Chinese Restaurant,803 SE Stark St,268
"45.5178988,-122.6600522",Push X Pull Coffee,Coffee Shop,821 SE Stark St,299
"45.5002094,-122.670727",Cha Cha CHA Taqueria Moody,Mexican Restaurant,3135 S Moody Ave,92
"45.5002094,-122.670727",OHSU Center for Health and Healing,Health and Medicine,3303 S Bond Ave,156
"45.5002094,-122.670727",Juniper,Dining and Drinking,SW Washington St,82
"45.5002094,-122.670727",Elizabeth Caruthers Park,Park,3508 S Moody Ave,312
"45.5002094,-122.670727",Al Hawr,Lebanese Restaurant,3500 S River Pkwy,303
